"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","8",70000000,"","２ＬＤＫ","55",,"","","","平成29年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2020年第４四半期","未改装",""
2,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","8",48000000,"","","35",,"","","","平成29年","ＲＣ","","住宅","","",,"第２種住居地域",60,400,"2020年第４四半期","未改装",""
3,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","2",88000000,"","２ＬＤＫ","55",,"","","","平成30年","ＲＣ","","その他","","",,"第２種住居地域",60,400,"2020年第３四半期","",""
4,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","8",53000000,"","２ＤＫ","50",,"","","","平成24年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"2020年第１四半期","未改装",""
5,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","3",87000000,"","３ＬＤＫ","75",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2019年第４四半期","改装済",""
6,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","6",16000000,"","１Ｋ","20",,"","","","昭和53年","ＳＲＣ","","","","",,"第２種住居地域",60,400,"2019年第３四半期","改装済",""
7,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","4",20000000,"","１Ｋ","25",,"","","","昭和60年","ＳＲＣ","","住宅","","",,"第２種住居地域",60,400,"2019年第３四半期","改装済",""
8,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","8",55000000,"","１ＬＤＫ","50",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2019年第３四半期","未改装",""
9,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","9",50000000,"","２ＬＤＫ","50",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2019年第２四半期","未改装",""
10,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","5",76000000,"","２ＬＤＫ","65",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2019年第２四半期","改装済",""
11,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","4",27000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2019年第２四半期","未改装",""
12,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","6",66000000,"","２ＬＤＫ","55",,"","","","平成29年","ＲＣ","","住宅","","",,"第２種住居地域",60,400,"2019年第２四半期","未改装",""
13,"宅地(土地と建物)","住宅地","13102","東京都","中央区","明石町","新富町(東京)","5",480000000,"","","350",,"正方形","19.0","640","昭和45年","ＲＣ","共同住宅","住宅","北西","私道",4.0,"第２種住居地域",60,400,"2019年第１四半期","","私道を含む取引"
14,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","6",65000000,"","２ＤＫ","55",,"","","","平成29年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2019年第１四半期","未改装",""
15,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","3",64000000,"","２ＬＤＫ","55",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2019年第１四半期","未改装",""
16,"宅地(土地)","住宅地","13102","東京都","中央区","明石町","新富町(東京)","5",320000000,"4500000","","230",1400000,"長方形","12.5","","","","","その他","北東","私道",4.0,"第２種住居地域",60,400,"2018年第４四半期","","私道を含む取引"
17,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","3",82000000,"","３ＬＤＫ","65",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2018年第４四半期","未改装",""
18,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","6",11000000,"","１Ｋ","20",,"","","","昭和53年","ＳＲＣ","住宅","その他","","",,"第２種住居地域",60,400,"2018年第４四半期","未改装",""
19,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","4",41000000,"","１ＬＤＫ","45",,"","","","昭和60年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2018年第２四半期","改装済",""
20,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","4",23000000,"","１Ｋ","20",,"","","","昭和60年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2018年第２四半期","未改装",""
21,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","5",30000000,"","","25",,"","","","","ＲＣ","","住宅","","",,"第２種住居地域",60,400,"2018年第１四半期","未改装",""
22,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","4",10000000,"","１Ｒ","15",,"","","","昭和60年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2017年第３四半期","未改装",""
23,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","5",30000000,"","２ＬＤＫ","45",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2017年第２四半期","未改装",""
24,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","6",11000000,"","１Ｋ","20",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2016年第３四半期","未改装","調停・競売等"
25,"中古マンション等","","13102","東京都","中央区","明石町","新富町(東京)","5",78000000,"","","70",,"","","","","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2016年第３四半期","未改装",""
26,"中古マンション等","","13102","東京都","中央区","明石町","築地","8",53000000,"","２ＬＤＫ","50",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第４四半期","未改装",""
27,"宅地(土地と建物)","住宅地","13102","東京都","中央区","明石町","築地","8",1200000000,"","","240",,"ほぼ長方形","13.5","1200","平成18年","ＲＣ","共同住宅、駐車場","住宅","北西","区道",42.0,"第２種住居地域",60,400,"2018年第２四半期","","隣地の購入"
28,"宅地(土地と建物)","商業地","13102","東京都","中央区","明石町","築地","3",370000000,"","","320",,"長方形","17.5","1600","平成2年","ＳＲＣ","事務所、駐車場","事務所","北東","区道",15.0,"第２種住居地域",60,400,"2017年第３四半期","",""
29,"中古マンション等","","13102","東京都","中央区","明石町","築地","8",47000000,"","２ＬＤＫ","50",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2017年第２四半期","未改装",""
30,"中古マンション等","","13102","東京都","中央区","明石町","築地","6",10000000,"","１Ｋ","20",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2017年第２四半期","未改装",""
31,"中古マンション等","","13102","東京都","中央区","明石町","築地","9",85000000,"","３ＬＤＫ","80",,"","","","","","住宅","住宅","","",,"第２種住居地域",60,400,"2017年第１四半期","未改装",""
32,"中古マンション等","","13102","東京都","中央区","明石町","築地","8",67000000,"","１Ｋ","20",,"","","","","","住宅","事務所","","",,"第２種住居地域",60,400,"2017年第１四半期","未改装",""
33,"中古マンション等","","13102","東京都","中央区","明石町","築地","9",41000000,"","１ＬＤＫ","35",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2016年第３四半期","未改装",""
34,"中古マンション等","","13102","東京都","中央区","明石町","築地","8",49000000,"","２ＬＤＫ","50",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2016年第３四半期","未改装",""
35,"中古マンション等","","13102","東京都","中央区","明石町","築地","9",55000000,"","３ＬＤＫ","65",,"","","","平成11年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2016年第２四半期","未改装",""
36,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",24000000,"","１Ｋ","20",,"","","","平成15年","ＳＲＣ","住宅","その他","","",,"商業地域",80,700,"2020年第４四半期","改装済",""
37,"宅地(土地と建物)","商業地","13102","東京都","中央区","入船","新富町(東京)","2",330000000,"","","100",,"長方形","5.3","450","平成3年","鉄骨造","事務所","事務所","南西","都道",31.0,"商業地域",80,500,"2020年第３四半期","",""
38,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",24000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
39,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","4",26000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
40,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",39000000,"","１Ｋ","25",,"","","","","ＲＣ","","住宅","","",,"商業地域",80,700,"2020年第３四半期","",""
41,"宅地(土地と建物)","商業地","13102","東京都","中央区","入船","新富町(東京)","4",93000000,"","","55",,"長方形","5.0","140","昭和35年","ＲＣ","住宅、店舗","その他","南東","区道",11.0,"商業地域",80,500,"2020年第１四半期","",""
42,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",24000000,"","１Ｋ","20",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2020年第１四半期","",""
43,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",58000000,"","２ＬＤＫ","65",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2020年第１四半期","未改装",""
44,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",25000000,"","１Ｋ","20",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2019年第４四半期","未改装",""
45,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",29000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2019年第３四半期","未改装",""
46,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",23000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2019年第３四半期","未改装",""
47,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",24000000,"","１Ｋ","20",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2019年第２四半期","未改装",""
48,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",26000000,"","１Ｋ","20",,"","","","平成20年","ＲＣ","","住宅","","",,"商業地域",80,700,"2019年第２四半期","未改装",""
49,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",27000000,"","１Ｋ","20",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2019年第１四半期","未改装",""
50,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","4",25000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2019年第１四半期","",""
51,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",42000000,"","１ＬＤＫ","45",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2018年第４四半期","未改装",""
52,"宅地(土地)","商業地","13102","東京都","中央区","入船","新富町(東京)","2",58000000,"3100000","","60",940000,"不整形","4.0","","","","","事務所","南東","区道",6.0,"商業地域",80,500,"2018年第２四半期","",""
53,"宅地(土地と建物)","商業地","13102","東京都","中央区","入船","新富町(東京)","2",43000000,"","","35",,"長方形","5.0","","","","","住宅","北東","区道",11.0,"商業地域",80,500,"2018年第２四半期","",""
54,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","4",23000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第２四半期","未改装",""
55,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","4",22000000,"","","20",,"","","","平成15年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2018年第２四半期","未改装",""
56,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",42000000,"","３ＬＤＫ","60",,"","","","昭和60年","ＳＲＣ","","住宅","","",,"商業地域",80,700,"2018年第２四半期","改装済",""
57,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","4",29000000,"","１Ｋ","25",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第２四半期","改装済",""
58,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",24000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第２四半期","未改装",""
59,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",22000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第１四半期","未改装",""
60,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",22000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","","その他","","",,"商業地域",80,500,"2018年第１四半期","未改装",""
61,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",60000000,"","２ＬＤＫ","65",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2018年第１四半期","未改装",""
62,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","4",25000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第１四半期","",""
63,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",23000000,"","１Ｋ","20",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2018年第１四半期","",""
64,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",23000000,"","１Ｋ","20",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2017年第４四半期","未改装",""
65,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",22000000,"","１Ｋ","20",,"","","","","","住宅","その他","","",,"商業地域",80,500,"2017年第４四半期","",""
66,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","4",24000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","","住宅","","",,"商業地域",80,500,"2017年第４四半期","",""
67,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",23000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2017年第４四半期","改装済",""
68,"宅地(土地)","商業地","13102","東京都","中央区","入船","新富町(東京)","2",60000000,"4000000","","50",1200000,"長方形","4.0","","","","","住宅","南西","区道",6.0,"商業地域",80,500,"2017年第３四半期","",""
69,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",22000000,"","２ＤＫ","60",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2017年第３四半期","",""
70,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",30000000,"","１Ｋ","25",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2017年第３四半期","未改装",""
71,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","4",24000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2017年第３四半期","未改装",""
72,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",21000000,"","１Ｋ","20",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2017年第３四半期","未改装",""
73,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",22000000,"","１Ｋ","15",,"","","","平成14年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2017年第３四半期","改装済",""
74,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",21000000,"","１Ｋ","20",,"","","","平成15年","ＳＲＣ","住宅","その他","","",,"商業地域",80,700,"2017年第２四半期","未改装",""
75,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",22000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","その他","","",,"商業地域",80,500,"2017年第２四半期","改装済",""
76,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","4",22000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2017年第２四半期","未改装",""
77,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",21000000,"","１Ｋ","20",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2017年第２四半期","改装済",""
78,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",22000000,"","１Ｋ","20",,"","","","","","住宅","住宅","","",,"商業地域",80,500,"2017年第１四半期","",""
79,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",24000000,"","１Ｋ","20",,"","","","","","住宅","その他","","",,"商業地域",80,500,"2017年第１四半期","",""
80,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",24000000,"","１Ｋ","25",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2017年第１四半期","未改装",""
81,"宅地(土地と建物)","住宅地","13102","東京都","中央区","入船","新富町(東京)","3",47000000,"","","45",,"長方形","4.4","105","昭和41年","ＲＣ","住宅","店舗","北東","私道",2.7,"商業地域",80,700,"2016年第４四半期","","私道を含む取引"
82,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","4",20000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2016年第４四半期","未改装",""
83,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",66000000,"","２ＬＤＫ","70",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第４四半期","改装済",""
84,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","4",23000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2016年第４四半期","未改装",""
85,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",62000000,"","２ＬＤＫ","70",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第４四半期","未改装",""
86,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",21000000,"","１Ｋ","20",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第３四半期","未改装",""
87,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",25000000,"","１Ｋ","20",,"","","","平成20年","ＲＣ","住宅","","","",,"商業地域",80,700,"2016年第３四半期","未改装",""
88,"宅地(土地)","商業地","13102","東京都","中央区","入船","新富町(東京)","4",100000000,"4900000","","70",1500000,"ほぼ長方形","6.0","","","","","事務所","南西","区道",11.0,"商業地域",80,500,"2016年第２四半期","",""
89,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",16000000,"","１Ｋ","30",,"","","","昭和60年","ＲＣ","住宅","","","",,"商業地域",80,700,"2016年第２四半期","",""
90,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",44000000,"","２ＬＤＫ","60",,"","","","昭和60年","ＲＣ","住宅","事務所","","",,"商業地域",80,700,"2016年第２四半期","改装済",""
91,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",21000000,"","１Ｋ","20",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第２四半期","",""
92,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",18000000,"","１Ｋ","20",,"","","","平成15年","ＳＲＣ","住宅","","","",,"商業地域",80,700,"2016年第２四半期","未改装",""
93,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",22000000,"","","20",,"","","","平成14年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2016年第２四半期","未改装",""
94,"宅地(土地と建物)","住宅地","13102","東京都","中央区","入船","新富町(東京)","4",100000000,"","","90",,"長方形","5.5","260","昭和40年","鉄骨造","住宅、事務所、店舗","住宅","北東","区道",11.0,"商業地域",80,500,"2016年第１四半期","",""
95,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","3",12000000,"","１Ｋ","15",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第１四半期","未改装",""
96,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","4",21000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2016年第１四半期","改装済",""
97,"中古マンション等","","13102","東京都","中央区","入船","新富町(東京)","2",22000000,"","１Ｋ","20",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第１四半期","改装済",""
98,"宅地(土地)","商業地","13102","東京都","中央区","入船","八丁堀(東京)","4",130000000,"6300000","","65",1900000,"不整形","5.5","","","","","その他","南東","区道",6.0,"商業地域",80,500,"2020年第４四半期","",""
99,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","2",24000000,"","１Ｋ","20",,"","","","平成16年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2020年第４四半期","",""
100,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","3",26000000,"","１Ｋ","25",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2020年第４四半期","未改装",""
101,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","2",8000000,"","１Ｋ","10",,"","","","昭和57年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2020年第４四半期","未改装",""
102,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","2",16000000,"","オープンフロア","30",,"","","","昭和57年","ＲＣ","","その他","","",,"商業地域",80,500,"2020年第４四半期","未改装",""
103,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","2",27000000,"","１ＬＤＫ","30",,"","","","昭和57年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2020年第３四半期","改装済",""
104,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","2",25000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
105,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","2",25000000,"","１Ｋ","25",,"","","","平成10年","ＲＣ","","住宅","","",,"商業地域",80,500,"2020年第３四半期","未改装",""
106,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","3",27000000,"","１Ｋ","20",,"","","","平成12年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2020年第３四半期","改装済",""
107,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","2",23000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","","住宅","","",,"商業地域",80,500,"2020年第２四半期","",""
108,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","2",19000000,"","１ＬＤＫ","30",,"","","","昭和57年","ＲＣ","住宅","その他","","",,"商業地域",80,700,"2020年第１四半期","未改装",""
109,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","3",26000000,"","１Ｋ","20",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2020年第１四半期","未改装",""
110,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","2",13000000,"","１Ｋ","15",,"","","","昭和57年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2020年第１四半期","改装済",""
111,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","2",25000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","その他","","",,"商業地域",80,500,"2020年第１四半期","改装済",""
112,"宅地(土地と建物)","商業地","13102","東京都","中央区","入船","八丁堀(東京)","3",84000000,"","","30",,"長方形","3.5","60","","","","店舗","南西","区道",11.0,"商業地域",80,700,"2019年第４四半期","",""
113,"宅地(土地と建物)","商業地","13102","東京都","中央区","入船","八丁堀(東京)","3",86000000,"","","35",,"長方形","3.5","60","","","","店舗","南西","区道",11.0,"商業地域",80,700,"2019年第４四半期","",""
114,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","4",42000000,"","１ＬＤＫ","45",,"","","","平成13年","ＳＲＣ","住宅","その他","","",,"商業地域",80,500,"2019年第４四半期","未改装",""
115,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","4",48000000,"","２ＬＤＫ","55",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2019年第４四半期","未改装",""
116,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","3",24000000,"","１Ｋ","20",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2019年第３四半期","改装済",""
117,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","3",25000000,"","１Ｋ","20",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2019年第２四半期","未改装",""
118,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","2",15000000,"","１Ｋ","15",,"","","","昭和57年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2019年第２四半期","改装済",""
119,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","3",26000000,"","１Ｋ","15",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2019年第２四半期","未改装",""
120,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","4",47000000,"","２ＬＤＫ","55",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2019年第２四半期","未改装",""
121,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","3",21000000,"","１Ｋ","20",,"","","","平成12年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2019年第１四半期","未改装",""
122,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","3",25000000,"","１Ｋ","20",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2019年第１四半期","未改装",""
123,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","3",23000000,"","","20",,"","","","平成12年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2019年第１四半期","",""
124,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","3",30000000,"","１Ｋ","25",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第４四半期","改装済",""
125,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","2",18000000,"","２ＤＫ","40",,"","","","昭和63年","ＲＣ","","住宅","","",,"商業地域",80,700,"2018年第４四半期","未改装",""
126,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","3",21000000,"","１Ｋ","20",,"","","","平成16年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2018年第３四半期","未改装",""
127,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","3",16000000,"","１Ｋ","20",,"","","","平成3年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第３四半期","未改装",""
128,"中古マンション等","","13102","東京都","中央区","入船","八丁堀(東京)","2",21000000,"","１ＬＤＫ","35",,"","","","昭和63年","ＲＣ","住宅","その他","","",,"商業地域",80,700,"2018年第３四半期","未改装",""
129,"宅地(土地と建物)","商業地","13102","東京都","中央区","入船","八丁堀(東京)","3",110000000,"","","105",,"ほぼ長方形","15.0","160","昭和45年","木造","住宅","住宅","北東","道路",,"商業地域",80,500,"2018年第２四半期","",""
